index,target
37135261,5223
168751416,5223
123290899,5223
356126324,5223
291729945,5223
27105800,5223
315086398,5223
218388091,5223
238124871,5223
37679517,5223
27636800,5223
168330314,5223
129254453,5223
327792440,5223
50938205,5223
33828885,5223
261078322,5223
112298690,5223
211847489,5223
361741335,5223
327845378,5223
34260630,5223
30997128,5223
125667428,5223
39516229,5223
37198945,5223
34339141,5223
34202517,5223
28446175,5223
65542146,5223
113928894,5223
125900163,5223
361987405,5223
351657243,5223
34451463,5223
38898942,5223
37367664,5223
38045475,5223
29952654,5223
315079084,5223
37848184,5223
78731112,5223
352425153,5223
87317538,5223
38195762,5223
180333037,5223
258209304,5223
101592526,5223
54366171,5223
29296220,5223
35827508,5223
114259867,5223
170839543,5223
177217212,5223
102406251,5223
38840365,5223
26682218,5223
34888571,5223
179272271,5223
168988450,5223
356011205,5223
32579136,5223
170489455,5223
291558721,5223
36202814,5223
26876409,5223
33983363,5223
173055088,5223
170855696,5223
38947192,5223
202627856,5223
101905776,5223
355476757,5223
66227807,5223
54673445,5223
33861182,5223
102167964,5223
114571249,5223
30111959,5223
32244994,5223
54185577,5223
66161031,5223
259740422,5223
168182655,5223
28808923,5223
126061918,5223
102174148,5223
27220714,5223
92987997,5223
171540157,5223
208202713,5223
360582824,5223
27107708,5223
35540928,5223
35086844,5223
169862315,5223
29822095,5223
42366107,5223
112356976,5223
180853265,5223
33519600,5223
66108909,5223
66137342,5223
179217291,5223
177574039,5223
184260848,5223
168996032,5223
38672565,5223
126311545,5223
125739101,5223
30968361,5223
176270872,5223
256741223,5223
37644443,5223
31976792,5223
29255310,5223
34149454,5223
211920435,5223
125894174,5223
168872110,5223
111450132,5223
177251926,5223
277995020,5223
176681756,5223
27326658,5223
327285180,5223
113814854,5223
54398831,5223
36781650,5223
32997721,5223
202674905,5223
170503418,5223
122658149,5223
29870546,5223
110184922,5223
66030633,5223
280482432,5223
318105644,5223
66127942,5223
180342927,5223
54108477,5223
268345031,5223
169217369,5223
26932676,5223
26880815,5223
37972906,5223
327535196,5223
65646343,5223
170975768,5223
54845626,5223
177731988,5223
102066838,5223
256393927,5223
220421511,5223
277474765,5223
171040872,5223
28716218,5223
26744939,5223
32171808,5223
39429545,5223
201955071,5223
279425848,5223
29023613,5223
36896880,5223
38526986,5223
38271841,5223
175839129,5223
32871633,5223
50241116,5223
29927172,5223
37720815,5223
26602003,5223
35726490,5223
33533088,5223
33718245,5223
168643698,5223
66124864,5223
237472641,5223
39547539,5223
31176505,5223
113966673,5223
31098044,5223
272122205,5223
30006741,5223
167803904,5223
38259194,5223
93317535,5223
26574490,5223
35894657,5223
351566053,5223
37326784,5223
31714195,5223
66241026,5223
114383129,5223
28746618,5223
184392062,5223
54116932,5223
37840153,5223
207719744,5223
39638597,5223
325609675,5223
50247104,5223
27878449,5223
261434900,5223
170844285,5223
54969946,5223
30954192,5223
111840927,5223
78772070,5223
170354587,5223
170611990,5223
177248613,5223
218525753,5223
30666327,5223
218529099,5223
30302724,5223
43238448,5223
34967564,5223
179927243,5223
126044071,5223
38865810,5223
128792520,5223
208784519,5223
110545388,5223
182373141,5223
27657008,5223
169467631,5223
101654497,5223
169154501,5223
179562248,5223
36393059,5223
32062231,5223
29859698,5223
126110265,5223
125855324,5223
37057773,5223
129110481,5223
32138331,5223
54542905,5223
38161146,5223
91856777,5223
113942546,5223
124884412,5223
27587542,5223
29519473,5223
38578874,5223
41187820,5223
179800314,5223
27220730,5223
179114976,5223
28965068,5223
91175727,5223
35866400,5223
324986122,5223
179465121,5223
38275463,5223
114806740,5223
33150926,5223
102184467,5223
38459689,5223
179335759,5223
87479088,5223
39385865,5223
260201946,5223
238592790,5223
54208767,5223
32712446,5223
101546775,5223
37250860,5223
34591774,5223
180328641,5223
114045605,5223
211734836,5223
352477844,5223
37181317,5223
249889523,5223
126628040,5223
93335535,5223
37665254,5223
27581269,5223
178057652,5223
126946851,5223
37994639,5223
27006866,5223
37235401,5223
272835193,5223
277980402,5223
27888308,5223
361949819,5223
184229157,5223
291555004,5223
112259449,5223
38646600,5223
30905115,5223
126591531,5223
39255562,5223
38536888,5223
66131989,5223
31483637,5223
32201546,5223
27225861,5223
128832013,5223
237667563,5223
36212610,5223
66363623,5223
182401987,5223
165256431,5223
126159848,5223
36423829,5223
39016989,5223
35811132,5223
33336267,5223
33740485,5223
249909605,5223
37438850,5223
179168926,5223
259492113,5223
361600827,5223
36375718,5223
292470849,5223
177257620,5223
260154013,5223
183796153,5223
36144117,5223
26586443,5223
172882021,5223
29395714,5223
165714127,5223
92936187,5223
30002955,5223
211980688,5223
92157515,5223
185702270,5223
126948015,5223
37426559,5223
37250831,5223
170799883,5223
352460916,5223
125916564,5223
28967753,5223
112743842,5223
111408039,5223
38268599,5223
110649960,5223
170517013,5223
166970097,5223
169948867,5223
170872611,5223
129955830,5223
50199436,5223
38353200,5223
37184815,5223
105648522,5223
34860200,5223
34585137,5223
38523089,5223
180358160,5223
291945837,5223
183605831,5223
38059434,5223
66101432,5223
38351539,5223
326989386,5223
54334050,5223
32522509,5223
170707087,5223
37197141,5223
394524287,5223
351508395,5223
91448382,5223
37484849,5223
93166382,5223
35230187,5223
34960640,5223
105349291,5223
26580567,5223
92000382,5223
27971844,5223
37838194,5223
32105329,5223
35330151,5223
66210611,5223
29226538,5223
280319649,5223
104805276,5223
112250934,5223
101816058,5223
27270400,5223
384356727,5223
34105149,5223
33659264,5223
38545110,5223
318680626,5223
28836345,5223
355968360,5223
218355177,5223
218602947,5223
250752746,5223
171069371,5223
279886853,5223
201752782,5223
34845622,5223
101643813,5223
279575809,5223
170944460,5223
52245737,5223
38877186,5223
361833553,5223
356209687,5223
37139937,5223
102351194,5223
29889611,5223
126308385,5223
169802023,5223
181178906,5223
111921367,5223
39012836,5223
113338926,5223
291218623,5223
34626517,5223
54898293,5223
169062922,5223
173301025,5223
104978383,5223
32723022,5223
39191581,5223
326231510,5223
218274239,5223
102025523,5223
355823159,5223
384134347,5223
34894770,5223
126420638,5223
91219132,5223
26853057,5223
170240484,5223
250715865,5223
212165890,5223
105021827,5223
37961745,5223
361728567,5223
27849556,5223
169973960,5223
27035102,5223
313551432,5223
27875291,5223
38534365,5223
37616425,5223
32603884,5223
361185539,5223
102397390,5223
32360260,5223
29011883,5223
291798400,5223
39059055,5223
126042995,5223
326219334,5223
211312617,5223
41195681,5223
211757677,5223
29100291,5223
54097613,5223
54808119,5223
28806019,5223
34644227,5223
327646311,5223
39391779,5223
26650085,5223
169158055,5223
34731183,5223
325850409,5223
40942580,5223
127061243,5223
35307418,5223
39157224,5223
315453450,5223
237843121,5223
54860500,5223
170028458,5223
33378712,5223
237817985,5223
184122130,5223
36769758,5223
38623695,5223
30508613,5223
169802998,5223
33251944,5223
39210368,5223
38806738,5223
30404458,5223
278019217,5223
38341315,5223
128976875,5223
54367451,5223
35154555,5223
37394256,5223
29532633,5223
32059790,5223
128879843,5223
31525938,5223
290780488,5223
78672422,5223
33768886,5223
165698508,5223
28727211,5223
39231352,5223
32671555,5223
169467733,5223
126421269,5223
37494165,5223
292177715,5223
66068177,5223
177747363,5223
39472088,5223
208982448,5223
37203726,5223
327488639,5223
218998285,5223
171205173,5223
27814298,5223
37553379,5223
126562665,5223
279107622,5223
170953990,5223
391986661,5223
129070297,5223
92869651,5223
168915498,5223
66084475,5223
183604592,5223
36921373,5223
39619125,5223
179657563,5223
128556457,5223
37423847,5223
126031828,5223
218974542,5223
250362282,5223
179727959,5223
179940919,5223
34038148,5223
276946109,5223
282684407,5223
114635475,5223
207766339,5223
37747992,5223
292445218,5223
91471817,5223
209073823,5223
31527689,5223
169118081,5223
28104423,5223
33730971,5223
35112435,5223
168332057,5223
202664502,5223
30390093,5223
50658654,5223
170850790,5223
326891727,5223
169212513,5223
178105486,5223
317859385,5223
29758969,5223
280138787,5223
39556568,5223
39052483,5223
102414825,5223
50878126,5223
237839046,5223
105167089,5223
362254970,5223
50502810,5223
34506963,5223
350726132,5223
110233772,5223
361884649,5223
128836236,5223
356195003,5223
208042407,5223
37315756,5223
27892953,5223
182524220,5223
29053560,5223
65499679,5223
182351490,5223
180958048,5223
37596087,5223
354854290,5223
40428082,5223
34938313,5223
38737087,5223
128878587,5223
250066855,5223
34420145,5223
111782798,5223
50208921,5223
355073732,5223
34504460,5223
259887098,5223
54110451,5223
27995653,5223
170307360,5223
30952402,5223
179666084,5223
101703958,5223
165685691,5223
179198990,5223
129155420,5223
37478563,5223
36817083,5223
91300694,5223
33360545,5223
52255114,5223
39132435,5223
93062946,5223
39437466,5223
184190689,5223
37621240,5223
35376660,5223
38402048,5223
327042778,5223
28992412,5223
28230668,5223
383630586,5223
37168032,5223
111045268,5223
292112396,5223
394940238,5223
278191538,5223
31417022,5223
105550997,5223
54153898,5223
34419191,5223
32318110,5223
29070807,5223
39417832,5223
36976529,5223
35727328,5223
38830892,5223
114062589,5223
29602332,5223
30492544,5223
168586341,5223
292106022,5223
28400267,5223
31301874,5223
66157695,5223
36906567,5223
30456087,5223
28874408,5223
179562928,5223
113595820,5223
113764079,5223
218599404,5223
39380309,5223
170485427,5223
113265600,5223
180242754,5223
36501662,5223
208469274,5223
36021870,5223
292427986,5223
209086100,5223
32681652,5223
260089451,5223
92842068,5223
34178483,5223
169024185,5223
361775888,5223
39087820,5223
30736150,5223
170636040,5223
37163695,5223
111431630,5223
37450721,5223
54772212,5223
39584711,5223
39253122,5223
183411081,5223
29322314,5223
39621778,5223
54197114,5223
39176370,5223
113818097,5223
129569475,5223
29897617,5223
355752557,5223
181934266,5223
268323027,5223
384266721,5223
111124443,5223
327841003,5223
31871123,5223
169537316,5223
28380686,5223
180609711,5223
126415802,5223
371494013,5223
37184161,5223
34155033,5223
168297499,5223
29491254,5223
38092865,5223
42385046,5223
39601706,5223
27769023,5223
170002014,5223
87425384,5223
383967424,5223
33112105,5223
31215393,5223
170449410,5223
39201738,5223
256132599,5223
32189701,5223
91860369,5223
178213945,5223
218231811,5223
32325080,5223
33491004,5223
278245928,5223
170997750,5223
28908972,5223
26511351,5223
26743860,5223
183810410,5223
78629125,5223
29012383,5223
30012944,5223
177924555,5223
31834231,5223
32867449,5223
170982732,5223
101596688,5223
327002260,5223
208287191,5223
38066241,5223
391984762,5223
126484432,5223
36124717,5223
42137606,5223
237502465,5223
113821980,5223
208207055,5223
38826766,5223
31709026,5223
169459935,5223
127419921,5223
315439074,5223
29979473,5223
39147696,5223
250661245,5223
384265977,5223
66112678,5223
362143910,5223
27183645,5223
211134281,5223
165504765,5223
38627175,5223
37377438,5223
104643376,5223
32198401,5223
37054797,5223
28760170,5223
29726278,5223
113288658,5223
54797975,5223
54142998,5223
91746535,5223
101707737,5223
170539582,5223
35093957,5223
28493265,5223
29015580,5223
169810976,5223
352410500,5223
36097773,5223
384304004,5223
50766333,5223
37585937,5223
28666964,5223
48357958,5223
28023468,5223
29296483,5223
37160306,5223
38047104,5223
54522017,5223
26666650,5223
37433437,5223
36765568,5223
39261463,5223
208132918,5223
32105333,5223
66025310,5223
36857516,5223
171087709,5223
29184692,5223
261136976,5223
29435696,5223
113677638,5223
114003313,5223
47204800,5223
171193205,5223
110575229,5223
105733617,5223
39305410,5223
187209003,5223
28684385,5223
91733298,5223
38583950,5223
113204124,5223
128382940,5223
202429703,5223
78707757,5223
169517412,5223
114260671,5223
31705985,5223
54161594,5223
173090399,5223
182412363,5223
207864198,5223
208473510,5223
37807522,5223
33298248,5223
28946236,5223
270971689,5223
37241454,5223
173205846,5223
33989829,5223
66060765,5223
250591100,5223
327462044,5223
290807194,5223
394540464,5223
27076616,5223
318698832,5223
34015509,5223
38430679,5223
261154530,5223
126599882,5223
38631918,5223
36657167,5223
105597922,5223
34012558,5223
34765460,5223
169128896,5223
38200229,5223
325621766,5223
292375281,5223
282051075,5223
218041506,5223
111931993,5223
101644025,5223
165558624,5223
180714382,5223
37923889,5223
183524860,5223
168340269,5223
169757803,5223
36714921,5223
114379479,5223
66153717,5223
271237581,5223
327508956,5223
30754740,5223
37410102,5223
101806853,5223
326111952,5223
211727093,5223
30487826,5223
177781777,5223
30091369,5223
35308917,5223
183652345,5223
34610455,5223
392833363,5223
168592837,5223
29715869,5223
38861514,5223
32278296,5223
105023149,5223
91534724,5223
31612486,5223
32179291,5223
111443490,5223
32802396,5223
362540456,5223
208873100,5223
237795221,5223
291654351,5223
38306469,5223
328031542,5223
29783367,5223
54168793,5223
180432862,5223
125947787,5223
208019894,5223
38064073,5223
28256616,5223
183336662,5223
92887736,5223
126123468,5223
278774432,5223
256684576,5223
38708247,5223
92307132,5223
30135163,5223
27618616,5223
30968450,5223
183611044,5223
32840887,5223
38795228,5223
128511893,5223
159075703,5223
32420347,5223
54111698,5223
114431628,5223
114463942,5223
169183429,5223
352269061,5223
28759478,5223
38977607,5223
31380948,5223
37381962,5223
112289653,5223
114972003,5223
129364575,5223
38437216,5223
126044816,5223
167006411,5223
29908227,5223
36908166,5223
31907676,5223
207896216,5223
354596802,5223
179292379,5223
218973987,5223
92955448,5223
328253644,5223
169121932,5223
26629292,5223
42191784,5223
169963398,5223
32893908,5223
93071839,5223
38561107,5223
36995253,5223
170243472,5223
181231684,5223
28416442,5223
170765640,5223
92811202,5223
38845323,5223
125990544,5223
55003661,5223
28364163,5223
166996459,5223
250367729,5223
30631759,5223
257065035,5223
102108885,5223
114672176,5223
112906143,5223
28456052,5223
66099393,5223
54608416,5223
202011591,5223
250730880,5223
37191503,5223
39038374,5223
38447479,5223
170536898,5223
38697427,5223
37919345,5223
170569801,5223
34049288,5223
113798303,5223
27510390,5223
91057177,5223
178037535,5223
384332486,5223
114065598,5223
29699806,5223
180391792,5223
54161453,5223
114439606,5223
168903674,5223
32144967,5223
183324782,5223
28131000,5223
54177098,5223
28227253,5223
34467680,5223
34814065,5223
268473824,5223
182406520,5223
169365224,5223
29528089,5223
50600889,5223
127418014,5223
128659834,5223
250503694,5223
38994697,5223
28676251,5223
36397484,5223
29123547,5223
114618692,5223
123397569,5223
39532591,5223
31465356,5223
291293330,5223
354646714,5223
114922002,5223
27563591,5223
104876923,5223
113593169,5223
38671759,5223
92849206,5223
55025766,5223
91302820,5223
32951592,5223
66104951,5223
32559897,5223
113320714,5223
78801936,5223
32439998,5223
170282289,5223
211783637,5223
126161459,5223
54169935,5223
183624158,5223
28497312,5223
178185110,5223
92184146,5223
171039938,5223
38075363,5223
34640691,5223
31217551,5223
37409268,5223
38886216,5223
180365163,5223
272672345,5223
315347043,5223
39382918,5223
91579038,5223
37693722,5223
354504887,5223
30733384,5223
382941031,5223
165306266,5223
92212937,5223
291700177,5223
114674547,5223
208611386,5223
37517438,5223
66069992,5223
28050560,5223
105418902,5223
291061117,5223
179468902,5223
38546111,5223
207812363,5223
31657501,5223
170531089,5223
50567772,5223
381888892,5223
218273317,5223
327734270,5223
128731553,5223
91122390,5223
165458786,5223
92746899,5223
33820728,5223
128816114,5223
179107344,5223
27583499,5223
280306181,5223
30547874,5223
363934621,5223
125995934,5223
169645057,5223
207866341,5223
49968082,5223
32253864,5223
277719317,5223
170890721,5223
102025210,5223
182400239,5223
50406004,5223
343194331,5223
237513213,5223
31539662,5223
34143012,5223
34182959,5223
127504101,5223
170032412,5223
38742899,5223
127463257,5223
54401939,5223
50082321,5223
126529390,5223
29328797,5223
27878372,5223
31466418,5223
125422118,5223
35183885,5223
27106465,5223
327696341,5223
36364845,5223
35684053,5223
184042383,5223
172018044,5223
170690742,5223
31237906,5223
342375948,5223
28104220,5223
280594522,5223
54199035,5223
38146535,5223
37179493,5223
113418547,5223
170615722,5223
42403139,5223
78807931,5223
30349481,5223
184305492,5223
129014192,5223
38700272,5223
38595176,5223
123241668,5223
114236216,5223
218277275,5223
34751933,5223
28853149,5223
37498243,5223
66117286,5223
267460214,5223
51318353,5223
110514846,5223
255688093,5223
176685132,5223
328114638,5223
177781366,5223
35447675,5223
183700747,5223
39564282,5223
27189266,5223
33287385,5223
207520143,5223
39021055,5223
165504361,5223
383626286,5223
29069445,5223
38688428,5223
36104986,5223
327513663,5223
33886500,5223
105166323,5223
28248372,5223
33594509,5223
29099914,5223
207752044,5223
53314485,5223
211200396,5223
313808363,5223
33371806,5223
352658622,5223
37726732,5223
30311880,5223
112706560,5223
50831979,5223
101607148,5223
126114535,5223
237905434,5223
28143258,5223
91749636,5223
38651307,5223
93393600,5223
352451076,5223
92187135,5223
37903040,5223
272802483,5223
112476375,5223
250657220,5223
54167906,5223
362503619,5223
33694985,5223
105939278,5223
291710274,5223
182476390,5223
91300668,5223
125856608,5223
27484631,5223
218977087,5223
237617959,5223
393828502,5223
38790410,5223
35159864,5223
54080580,5223
32406853,5223
179906586,5223
38069629,5223
28779402,5223
38730308,5223
42332061,5223
78648170,5223
218672582,5223
250629147,5223
39384064,5223
27897901,5223
171688197,5223
37037583,5223
278961877,5223
78485151,5223
170130308,5223
259498714,5223
182274648,5223
114941061,5223
101910761,5223
27659157,5223
315296613,5223
30082095,5223
26536419,5223
127883441,5223
31654368,5223
259723854,5223
113653700,5223
54831332,5223
50554194,5223
37880424,5223
32070283,5223
394406981,5223
29610885,5223
28052655,5223
42381992,5223
30453525,5223
327163547,5223
327094160,5223
31759092,5223
125977358,5223
200703665,5223
169204202,5223
32076087,5223
169483160,5223
277372439,5223
35536608,5223
114403314,5223
34868577,5223
327472759,5223
27895706,5223
32441918,5223
126462808,5223
180105108,5223
101758543,5223
35435150,5223
207641573,5223
33654752,5223
50180090,5223
34467387,5223
326942639,5223
237856981,5223
179526634,5223
127677776,5223
27141126,5223
356175212,5223
27865574,5223
327205901,5223
38552966,5223
280576716,5223
33858554,5223
54960679,5223
29335958,5223
113701565,5223
201963454,5223
66123713,5223
93305775,5223
169304992,5223
31072714,5223
39000580,5223
46165409,5223
208255879,5223
291613589,5223
31936875,5223
170434080,5223
259966221,5223
114078790,5223
169746436,5223
26772844,5223
36369755,5223
39658166,5223
362042296,5223
35311584,5223
355428900,5223
280062682,5223
30408878,5223
88082706,5223
169500801,5223
33676508,5223
78431410,5223
157657324,5223
34356425,5223
37736416,5223
327918959,5223
28070919,5223
177749639,5223
128695828,5223
114735809,5223
32258262,5223
170580203,5223
114735800,5223
113524990,5223
101975440,5223
39690203,5223
353543195,5223
30262902,5223
394473537,5223
29989646,5223
29707826,5223
26483941,5223
38465727,5223
102393749,5223
30261292,5223
112761868,5223
381284701,5223
170615360,5223
28203398,5223
209707197,5223
38299028,5223
36452661,5223
37633756,5223
37749222,5223
363079418,5223
33201746,5223
50337796,5223
28232791,5223
392015806,5223
279001209,5223
179733739,5223
180000602,5223
383898693,5223
166418740,5223
102078971,5223
113089485,5223
34239474,5223
101810617,5223
112751295,5223
327767447,5223
271950960,5223
184819742,5223
37983382,5223
218085806,5223
36630650,5223
183985192,5223
37973757,5223
181452938,5223
33073233,5223
171086805,5223
34890073,5223
180327512,5223
35701146,5223
128880594,5223
324930126,5223
362184051,5223
28127386,5223
38302777,5223
211716098,5223
38325135,5223
50787710,5223
179785697,5223
37780874,5223
328110677,5223
29883772,5223
212542444,5223
32421614,5223
66292736,5223
36887132,5223
114038024,5223
256104408,5223
165456538,5223
169110407,5223
361251063,5223
169198161,5223
364029440,5223
361921475,5223
54191903,5223
363116507,5223
237704952,5223
165690897,5223
38764782,5223
279508091,5223
38321961,5223
208567716,5223
291608763,5223
181217395,5223
35838115,5223
391951304,5223
325688995,5223
280462854,5223
113760115,5223
128777961,5223
51858443,5223
38077578,5223
361772443,5223
169068911,5223
65502656,5223
30254298,5223
281886601,5223
168275580,5223
111897625,5223
30360043,5223
29347956,5223
30855143,5223
168453752,5223
169469410,5223
259798376,5223
179922324,5223
92575798,5223
179344095,5223
36919848,5223
128436756,5223
38526639,5223
207464914,5223
199831519,5223
37143189,5223
182702269,5223
218757256,5223
291356045,5223
28979570,5223
37696657,5223
260155044,5223
170890720,5223
31197963,5223
92526672,5223
114822912,5223
27276861,5223
114305980,5223
39409918,5223
170572277,5223
31460650,5223
173250685,5223
199976437,5223
38350661,5223
27676937,5223
29952149,5223
211388581,5223
250534210,5223
37121268,5223
113694894,5223
183857703,5223
184195447,5223
38105035,5223
169507974,5223
38238248,5223
38090920,5223
35993644,5223
35854711,5223
327499865,5223
31871699,5223
31239077,5223
114605722,5223
37495428,5223
158251282,5223
324026686,5223
38539933,5223
34506298,5223
184224354,5223
39632458,5223
178147557,5223
327634091,5223
39035436,5223
208434505,5223
104874384,5223
179192533,5223
179611047,5223
169128805,5223
28142079,5223
259597510,5223
37440666,5223
169777717,5223
35380279,5223
34519372,5223
218149340,5223
207488746,5223
27377961,5223
39561067,5223
114375242,5223
180463558,5223
35609991,5223
114242966,5223
92131125,5223
201054672,5223
170981777,5223
31577201,5223
110890727,5223
35443286,5223
169165921,5223
38580612,5223
37049079,5223
28026894,5223
28894048,5223
327052125,5223
129134927,5223
28004503,5223
54532520,5223
34344135,5223
35705406,5223
39346497,5223
122676580,5223
272140244,5223
169596144,5223
33233345,5223
33154027,5223
30687478,5223
101759414,5223
33626081,5223
179088149,5223
32384655,5223
168840019,5223
238585595,5223
170610377,5223
29899863,5223
31324622,5223
92342673,5223
165282823,5223
129258410,5223
183599126,5223
101765395,5223
40078586,5223
27412023,5223
37380955,5223
207694113,5223
